,text,HS
9076,pake dana bank asing bank bumn bera i dananya berutang jg sblmnya pemerintah saham 10 fi plus rio tinta 40 bera i menambah 1 doank divestasi akal an,0
3743,udah anjir kerja sedih kuliah,0
1575,bilangin wendy kakak perempuan suruh jemput vider dijual mucikari,0
10985,beli b nudah firasat hoki taunya rank turun kret ,0
3413,sedulur ngaji semoga allah izinkan gus ipul mbak puti gubernur wagub jatim,0
7721,tomy dikenakan pasal berlapis korupsi pembunuhan hakim agung diskon besaran era sby ,1
10269,kelas berat nih beruntung jaka a gubernur keren gini ga pakai amarah marah marah memakai arah sumingrah menata membangun jaka a,0
9160,alah sok sedih npalingan respon kau kobisa gitu nbodo ah capeq kak,0
5224,pokonya apapun yg salah jokowi aja,1
6199,kritis ditangkap negara sinting,1
7186,anjir sange ngewe cowok straight manly kontol gede minat booking whatsapp 085894931926 jaka a selatan only ,0
9510,penganut islam nusantara mengecam pki,0
7135,fakta mega proyek pembangunan bandara ajati dilupakan perda prov jabar no 13 2010 gubernurnya pembangunan presiden sby 70 dana pembangunan apbd jabar klaim sepenuhnya te,0
11001,sy berpendapat manusia sempurna dilahirkan cacat terencat sepe i lgbt batin alhamdulillah ranah agama tau nak,0
12773,orang tua suka ngibul pekok sontoloyo,1
6242,perseteruan 1 guru ketiga murid berseteru perbedaan ideologi soekarno nasionalisme musso komunis ka osoewirjo islam radikal nkeduanya melawan soekarno mati keutuhan nkri,0
12081,berbanding lurus kebijakan rezim bermesraan cina produsen terbesar narkotika masuk indonesia ,1
11128,mbok tau bego ngebegoin orang loh be anya ahli,1
5013,propaganda agama pemberontakan dipimpinulama ustaz buktinya ulama ustaz ditangkap dibuang bovendigul yg tahanan nasomalisdan komunis bukti,0
4395,menemani ahok biar puaskan ahok sih maho,1
7640,giat piket patroli brigadir dede rudi brigadir erik iskandar pam gatur perempatan tarum timur binong antisipasi berangkat hajian situasi aman tenaga kerja asing bermain lancar ,0
6782,berita gubernur banten eksplorasi panasbumi batu kuwung jalan diterbitkan pabumnews,0
801,jokowi ahok te unda penjara ya ,1
2247,jugaa sih adikku sipit wkwkw,0
9,enak ngewe,0
11742,gue benci banget lihat orang koar koar spoiler avenger yaelahhh avenger film film dibegitukan protes protes skrg bacot,1
4058,iya gue dipanggil bocah cilik gue kuntet banget upacara dipanggil eh semai alias semeter nyak nsetelah tugimin diteriaki tau responnya hahaha bangsat tugimin,1
6342,hadapi 2019,0
10874,iki apik biyat senang nyawang foto iki presiden jancuk semoga dising berkenan wakil presidennya minimal penasihat presiden jancukers heuheuheu,1
1670,cebong otaknya ngeblend,1
5134,koar mengakui anti asing  asing pas pilihan kepala daerah pemilihan presiden aja,0
2634,cinta buta tuli,0
7665,plh jkw ekonomi smkin meroket,0
10825,banget jaringann gw mencret,0
869,ooo pks fpi isl,0
8592,buku gt syekh yusuf ulama sufi pejuang abu hamid 2005 402 halaman harga 100 000 minat,0
10514,tolol ditunggu bgst,1
329,jongos penista agama ahok sok sok ngong sara majikan nya penebar sara astagfirllah tobat,1
7990,ustad ngentot ngentot pas dakwah ya kasih kutipan dakwah betulan,1
4317,anjirr gila kaget gue handphone hang suara kunti,0
3499,11 42 situasi lintas jl gatot subroto gedung mpr dpr arah slipi terpantau ramai lancar,0
1469,biadab rezim jokowi ,1
1612,awak patroli 05a giat anjangsana sambang patroli dialogis sekurity balandongan residence arahan waspada menjaga keamanan kete iban dilingkungannya jelang pilihan kepala daerah serentak 2018,0
2673,halo amel baca sipit hakdhsk biel00l disinii,0
7500,heh monyet gua kiraa gua b ub lu kret wkwkwkwkk,0
9036,djarot memikirkan rakyat pribumi bisanya membabu cina cina songong jongkok,1
11056,pemerintah menjunjung seni budaya tradisional faktanya cirebonseni taritopeng,0
369,gubernur jaman now ya anti hoaks menyebar isu ganjaryasinmenang ganjaryasin1 kamiganjaryasin,0
3446,anies ombudsman perwakilan ombudsman republik indonesia ingat2 ya nombudsman ri ombudsman perwaki,0
4606,gereja katolik berusaha membaur tradisi budaya lokal misa bahas jawa gamelan imam dipanggil romo dll belajarnya dakwah walisongo,0
9696,setan siang siang teman kayak setan diajak makan menitip aj,0
7471,lo kuota ga lo searching ya monyet nyawa melayang rezim orba kuota cari bokep aj biar otak kebalik kayak kret bny baca buka wawasan,1
2484,insyaallah boikot safiey illias tempiasnye kena transgender si,0
5826,teras saksi bisu ya masdie nduh khawatir dicka nih,0
8482,asing corak kayu coklat nya hahahaha,0
10262,kompedium ajaran sosial gereja oke mbak cuman prioritas sekolah katolik,0
9828,terlepas bom surabaya aksi teroris menyusahkan,0
11779,jijik muka semulus kakak kakak skalian takut2 masuk pekerja watson suruh pakai produk calit kat muka keyakinan teruk muka orang ni,0
3157,bilang pencitraan ,1
12450,gubernur indonesia membanggakan wibawa pemimpin,0
11248,cocot diam lu komplotan tukang menghaluskan perebut laki orang dukung,1
8313,tjahjo pemerintah fraksi dpr lobi,0
10434,sukseskan pilkada hoax,0
2061,gembel gembel twitter whatsapp chat whatsapp langsung blok bebencongan m,0
4858,bos saracen ,1
11177,titit mu,0
4932,tdk salah bani kamfret berpikir waras keliru genius menyebut kitab suci fiksi,1
7972,keren ksatria jantan berani patuh hukum banci kabur disapa polisi ,0
5516,viral gt kota bekasi raih kota sehat swasti saba wiwerda 2017 kota terapkan budaya,0
11383,jatim anti berita hoa ilkada aman damai,0
7726,pemprov dki bangun pusat jajanan betawi kota inews budaya penelitian berita,0
6936,endingnya memilih mengaplikasikan bentuk doa terlintas berdoa allah hidayah menyakiti menyadari kesalahannya tp rela memperoleh doa kebaikan lisan,0
13158,maaf si anu cocoknya mustafa kemal almarhum,0
12831,iya eek,0
11461,idiot nggak kompetensi bicara kanker ,1
4284,iya mas secantik cari bikin sambal mencret maju duluan,0
12919,bang fh ngetuit cebong langsung berkumpul nspt lu petromaks kolam 200,1
6495,adil prabowo calon presiden ku jokowi presiden ku prof wapres ku hmmmmm,0
7763,ngapain diretweet sompret,1
10471,statistik gembel pks ai gurem kursinya secuil pemerintahan koruptornya ntapi persentasikan ya aja,1
9625,negara mengirimkan tki negara indonesia melarang tka masuk pemerintah memperhatikan melindungi tenaga kerja lokal n,0
6728,wayang golek semar keluarga hina dorna orang suka semar keluarga memaafkan perbuatan maaf langsung,0
1910,adik gue langsung disuruh ambil swasta ayah gue jawa anaknya sindir sindir mulu kerasa banget bilang cina cina gue jujur diejek gue racist beda,0
2530,anjir bloon,1
1368,gda kontol bunda pakai timun ,0
5716,kementerian agama membongkar islam mendungukan membiadabkan umatnya,1
2818,wusu gue bom ya lu mentab gue ramai doang ekwkwkw,0
11424,omongan mu rusak dasar kontol,1
5301,sibuk eue,0
11083,sejarah politik indonesia dikenal pergerakan 3 angkatan n1 angkatan45 memperjuangkan kemerdekaan n2 angkatan66 tuntutan tritura bubarkan pki turunkan harga2 rombak kabinet n3 angkatan98 tuntutan refo,0
13076,biar gatot ngeles hati kecilku nih udang micin prabowo mekar senyum,1
970,dasar kunyuk nih nyariduit modal nipu bangsat abu,1
4405,oohhh kaos rencana ditukar pakai ktp ya 2019gantipresiden,1
7422,asyikm3nang asyik ulama,0
7628,prabowo kuli indonesia kalah saing ,1
752,nih ya gue jelasin ncowo burungnya gaada cewe cewenya bernada2 nsiapa transgender indonesia yg nyanyi ,1
2334,deny muslim kristen ya,0
3500,makan siang mi ayam kus jual melayani menonton bareng jojo nhalah kesalip nhalah nhalah,0
3702,setuju kalo susah morowali cek ngurah rai bali pintu asing dibuka selebar lebarnya,0
8569,gue pulsanya raib gw sih sepe inya indosat boros banget pulsa tib,0
8839,bangsa berani membahas terbuka beradab islam agama ajaran sesat merugikan,1
134,bangke hajar,1
6777,pets kucing anjing longstream niche salah pendapatan affiliate amazon terbesar niche kucing anjing jualan pakan asesoris,0
9864,lu enak enak makan gaji buta uang rakyat bermodal mulut sah ri ga malu,1
3780,jokowi terkenal kawasan kolam kodok ,1
5122,he he orang disalahkan kasih teman orang muslim dibilang kafir,0
10957,terkait misi tinggal kelompok tokyo washington mengeksekusi indonesia politik 2018 kuat geng china komunis mewarnai kebijakan rezim pdip jkw pasar tumbang,0
2165,setuju bangsa indonesia butuh pahlawan nasionalis mengajarkan mencintai nkri kaum radikalis pencinta kencing onta biadab disingkirkan kerjaan rad,1
5145,dianya berlaku npenderitaannya pengetahuan abu bakar as siddiq membeli zinnirah harga tekun beribadah kurnia allah matanya buta bercahaya peristiwa me,0
9500,kemenangan anies sandi berdiri bahu orang orang terkena hukum fitnah,1
7859,gubernur jatim targetkan jembatan widang selesai h 15 lebaran,0
12148,sayang bangsa jago yg mendukung ahok mendukung mas anies suci,1
1874,tai mah,1
12453,1 teroris meledakkan bom  menewaskan puluhan orang pelakunya 2 orang radikalisme tersebar luas terorisnya kian hebat ditangani aparat pelakunya terbukti 2 orang coba pikir pelan pelan,0
2597,keputusan erka hormati memilih ai pendukung penista agama,1
3447,lebay duda ya,1
4845,bangke gua bangun pagi masuk siang,0
3833,i confused gila instruktur bual in cina to me step mne nya phm uh cing cong ling long ding,0
5271,kunjungi turki gubernur indonesia be emu presiden gubernur dki jaka a anies baswedan melanjutkan kunjungannya turki anies be emu presiden turki recep tayyip erdogan menjalankan salat jumat,0
5966,islam nusantara menolak sunni wahabisme salafisme liberalisme pluralisme yahudi as,0
11429,adem lihatnya gubernur wakil gubernurnya kerjanya nyata dihargai negara,0
13032,wkwkwk tergerus iq nya gara gara cebong,1
10306,jk jokowi mundur jantan,1
11278,6 enam bani manusia masyarakat,0
6704,patut ditunggu nbani hoa ulai membangun ahok sepe i nelson mandela npe anyaan memalukannya ahok ditahan lp sepe i mandela nmandela pahlawan ahok pemimpin suka marah marah,1
6555,be uhandijalanan buku sulung pengembara tegar khairuljamain pengembaraan aktivis falsafah alam politik ekonomi budaya cinta be uhandijalanan menemui booth 4003 4004 dewan tun razak 4 pbakl2018 27 apr 6 mei 20,0
11183,berargumen membicarakan kacung menyambung cebong goblok nente cari a i kacung menyambung,1
10717,polisi selidiki presiden pks unsur pidana,0
9228,antri jam 02 00 edan bonek,0
3019,kebangetan pejabat negara menteri wiranto gp ancor abu janda dll masak presiden simbol negara dihina diam,1
6068,gue hipotesis nama asli kerajaan padjadjaran vadjadjaran kerajaan hindu corak corak india pakai v hipotesis lho,0
12835,dah onta,0
1935,memenggal video menggoreng angin orang dungu nekat menggoreng angin,1
7600,alasan novanto te idur pembukaan munaslub golkar via,0
2736,doa bro tua digantikan muda,1
1625,move on mantanku yg sipit sipit gemesin gitu ih,0
8855,kebuka kebusukan kubu anies sandi menang berkah ,1
3785,terima kasih ustadz bersuara radikal radikal pikiran rejim mesjid radikal kus radikal dosen radikal pijakan peradaban memangnya menghancurkan indonesia,0
11431,kadang teringin nak chani tengok tae layan jelus wuu,0
12368,peringatkan jahat islam usir cina buddha indonesia,1
1766,aye senang banget foto kemesraan presiden jokowi ulama,0
4069,abg toge mendesah ngentot diatas n videobokep full gt  ,0
2942,mus ganti,1
1592,mafia wasit milanisti aseng juventini senior seangkatan gue,0
1837,wkwk nwkwk yerin kotaro sipit pengasuhnya ya,0
8066,wanita transgender berusia 38 mansehra kota timur pakistan dikelilingi pegunungan hijau berkanye pemilu pakistan 25 juli maju ,0
11155,sumpah ya railink gue gue timpuk pakai apapun tai,1
1634,jokowi menguasai jawa barat,0
2737,kliatan pengeeen masuk kabinet kerja episode 2 cb hitung utang 5000 triliun anggota dewan perwakilan rakyat jgn jln2 negri biaya pa ai politik dicabut ide brilian,0
8134,bilang bodoh,0
8390,ahoker kristen munafik berhenti memaki gereja dipengarahan ahok menghina sih bumi datar,1
2135,pikir onta kesana bro eh pakai buatan kafir bacot semba,1
1571,yaa alah cebong kreatif bgt ikut2 bahasa pake cebong anak kodok nabi si kodok panggil cebong laknat 2019gantipresiden 2019presidenbaru asalbukanjokowi,1
3501,yg hafizh gak tau nggak cebong,1
5899,29 ahok terbukti jabatan kekuasaannya gubernur jaka a kepentingan besarnya taipan ri china,1
2909,anti kritik kontol mu bangsad org idiot tau hate speech,1
467,hehehe pasar global jg tdk terbatas lokal asing asing jujur,0
12455,lihat pocong dengar suara kunti hm,0
12012,perjalananmu kelak terlambat muncul ditelaga telaga bisu bola matamu kau menjerit,0
361,43 contoh tudingan dugaan korupsi sby dorong kejaksaan usut himbau kpk usut dugaan korupsi jokowi,1
5881,hutang diganti bahas halus gotong royong bnr2 nalar waras rakyat indonesia diuji rezim n lulus kelas,0
5887,sblmnya mentwit sim bikinnya nblkgn gue lihat gambar gambar seliweran nada simnya,0
9017,manusia anjing mati matian rela mu adz babi ahok kafir ,1
7580,taman rezim 2019 rakyat muak 2019gantipresiden,1
12381,siswi madrasah ngentot kebon n hijab ngentot ngewe bahancoli blowjob kulumin kontol ,0
8971,tunggu jaminan 2 jombn,0
3054,konbatnya gue pegang wkwk geblek,0
9388,gubernur presiden berwibawa berani menatap lawan bicaranya penuh percaya beda banget,0
10575,cinta sejati buta sekelilingmu eikichi gto,0
3483,tau jaman megawati korupsi nya jaman susilo bambang yudhoyono ,1
4236,memilih tki non prosedural ilegal mencari peruntungan risikonya gede banget melewati petugas imigrasi pembuatan paspor kedok melancong jalan jalan 100 tujuan,0
2801,nate bocah kontol goblok sontoloyo kepala gatel sial anjing brengset,1
7800,engkau raupkan air mata bisu bintang jatuh,0
11051,gubernur sosialisasikan asian games masyarakat kecamatan sako,0
11958,,0
5999,klu bubarkan memebrantas korupsi korupsi merajalela dpr,1
7486,silit cok,0
11289,suka anies kasih kuliah bagus dukung anies dosen prof rektor kehebatan beliau gubernur,0
5723,anjir,0
8263,freepo sepe i pabrik garment otomotif beli sahamnya negara hebat freepo menggaruk kekayaan alam indonesia pemerintah beli sahamnya hebat sungguh mu,0
7969,katolik istilah inkulturasi iman katolik ditakkan budaya,0
7455,cocot comberan tai,1
4142,yaa dalaman nya orang bejat susah bangkit,0
3643,pas gue ditabok sih edi eh tyo bibir gue menyon barbar sih kunyuk n chandra ,0
286,bajingan tengik,0
11013,begokkkkkk dasar otak onta pikiran mesummm rakyat tercekik ekonomi dicekik pajak tp pemerintah daerah dki dprd foya foya duit pajak,1
2405,muka katrok tang kelakuan sinkron,1
11760,gentong kosong nyaring bunyinya mbak terbuai rayuannya syair syairnya nyanyiannya kadang membuai pendengarnya terbuai,0
3228,dr bambang noorsena ajaran kristen disalahpahami agama khotbah kristen,0
6216,setnov bebas so mendukung bubarkan bentuk lembaga bersih,1
4189,lgbt masuk kategori racist peduli beda permasalahan mendukung berpikir otak ,0
1146,pendusta pemimpin agama kristen ya teh,1
3056,malu ketawa dasar idiot,1
6289,budaya kota solo,0
12892,menohok pidato agus m herlambang ketua pb pmii harlah 58 dihadiri presiden,0
2827,pt freepo indonesia 48 beroperasi papua sahamnya dikuasai asing pembangunan papua te inggal freepo meraup keuntungan hasil mengeksplorasi kekayaan alam papua freepo 51,0
13153,selamat beurang latar status sosial ekonomi pakaian kenakan perhiasan duniawi topeng embel belaka kulit jati sebenar y,0
10089,memek lonte disodok kontol gede,0
11004,iya dizaman jokowi indo mundur,1
6116,cebong juara lari kenyataan kepintaran akal sehat,1
3218,produksi indonesia presiden joko widodo ritel mal pindah plastik kayak gini pilih belanja super aksi aksi lingkungan 3r,0
5084,alah nmodar hush,0
4056,pengen merasakan ngentot memek abg,0
3754,bera i menyindir bangsat kau,1
187,body lufra scrub bahan dasar lidah buaya melembabkan kulit  bercahaya info 087812026394 bmi,0
1765,korup oom pdip skill terpendam n,1
4561,kebiasaan pakai earphone suka budek nanya be anya dengar be anya tanganku refleks memegang kuping pakai earphone malu 2 detik,0
12801,mus kenangan hha,1
12514,bodoh abu tours anjing tai tai kabeh luwes asuuuu cina 35t bajingan tai anjing maling sejati kerja indonesia rusak,1
8045,heleh komplotan banci,1
8393,pa ai dibangkitkan paham komunis bangkitkan ditanamkan rezim,1
3625,menag membiarkan penipuan penjelasan muhammad sesuai quran,0
5618,ayak2 2019gantipresiden,1
12691,petugas imigrasi negeri ya aja negara pemeriksaan mendalam dulunya paspor tki bukti turis takut nke korea selatan b,0
3727,namanya kacung aseng,1
5963,lengserkan jokowi rekan gagal memerintah,1
12855,pe perang twitter meng mensyiahkan orang israel meng yahudi yahudi orang iran gitu mabok kwkwkw,0
11028,banci anjr wkwk ,0
9252,film dono,0
10486,rezim bangsat,1
11502,pilih pilpres2019,0
9166,barel dugaan bom,0
11593,apik elekku urusanku nek suka ya diam rasah nyangkem sorry nek masak picek masak budek,1
3101,imut titit nya hidung,0
7503,nahdliyin bersatu penghinaan ma ruf amin dihentikan,0
279,hah melengkapi orang buktinya goblok si,1
12625,bentar kuliah twitter menanggapi pandangan fiksi setuju rg dikriminalisasi lawanlah ide ide kaum sumbu pendek tumben koar koar menghujat rg alasan penodaan agama ya disyukuri aja mgkn bela,1
9590,penjarakan penista agama turun hype e transfer protocol over secure socket layer t co vqh0tnxarz,1
4986,gue ya usahlah ribet bikin nuklir kecoa be ahan nuklir bom atom dijual kapur bagus kecoa mati nkapur bagus gt gt gt gt nuklir,0
11010,islam pikiran fasis komunis hewan manusia hak berpikir perbedaan rahmah,0
2683,rezim panik ketakutan hashtag 2019gantipresiden,0
3334,najis banget berdua sih bully adik atip,1
12873,anjing babi monggo berkenan  ,0
9922,tgb presiden nusantara for indonesia for rakyat,0
5996,pltl maaf rl kristen masuk grup dm,0
10584,parahnya tk aseng asing sepuluh juta nusantara,0
5159,nangkut nih itung hitung gantikan petar cari pemain asing berkualitas,0
1258,nyamuk keparat,0
2466,namanya rejim jungkir malu 2 periode sori ya memilih 2019 ganti peresiden,1
5492,prabowo subianto aktor tni 98 jabatannya pangkostrad berhasil kudeta,1
10533,tamu jokowi tu,0
12806,2 bersikap israel memaksa menghentikan pembangunan pemukiman yahudi a mematuhi keputusan kesepakatan internasional freepalestine greatreturnmarch gazamassacre gazaunderattack boycottisrael,0
7335,pemkot manado raih penghargaan best emergency 112 ekonomi,0
968,rindu rindu berat nbiarin sih kunyuk dilan nanggung,0
1593,percaya mendukung beliau aktivis tulen abal abal berkiprah pa ai beliau dikenal konsisten berjuang kepentingan cilik dipenjarakan jamannyahuta,0
9401,jokowi ketakutan kalah 2019 projo kumpulan penipu andalan wakwawww,1
4637,amerika latin gila tiket piala dunia n ,0
9042,isu 5000 pucuk senjata menyarankan pecat tito,1
683,gini umat islam bodohi pakai fiksi alasan salman rusdhi the santanicverse berasal pembodohan sepe i fiksi imajiner angan2 tujuan membela nara,0
1183,apapun nya muara nya tanggung presiden solusi solusi terbaik turunkan jokowi,1
8124,parah jaehyun dikata perek,0
3132,i penat edit tetiba cacat weh jajahaahha,0
12754,iya beli cas sih cas cepat habis ya allah beli toko tau kak tau normal cacat,0
4548,pulang kung cina wkw,0
9489,kerjasama pemerintah pusat pemerintah daerah swasta mewujudkan bandara megah,0
6515,lt kepalanya pening istilah psikologi membuatnya membuka mesin pencarian menge i a i dibalik baginya asing nsatu membuatnya senang tugas,0
12726,indonesian heritage society what a shame membudidayakan orang asing manajernyapun asing orang orang indonesia peduli,0
11662,indonesia jaka a,0
1408,nhassle free return policy jaminan pengembalian produk hauz indonesia harga 7 tanggal pembelian produk cacat produksi konsumen puas produk beli hauzminiquiz hauzid,0
7629,ohiya sekolah mayoritas tionghoa dibedakan gatau pribumi nya 11 12 kepseknya pribumi,0
12700,utk anggota gereja protestan dewasa katekisasi nbelajar setahun sejarah gereja dll nbiasanya anak sma katekisasi ngw pas smp topik gue sukai sejarah gereja ntermasuk sejarah kelamnya sejarah mas,0
6048,bacot min sinyal busuk pakai ape2,1
5146,assalamualaikum kerudungan kenal nyeletuk rumah survei be anya poster poster film dipajang digarasi gua bilang ya kerja media kayak gitu survey gue,0
2064,dermawan sembako tka dibagi lapangan kerja,0
835,lele jamban yg kuning kuning,0
11061,cina,0
12478,iya edan kayak lu,1
3003,icymi swat sfc selamatkan monyet proboscis  ,0
1026,pesona budaya suku kamoro papua rambah wilayah timur swiss kanton st gallen 10 04 2018,0
8409,cinta sejati buta sekelilingmu eikichi gto,0
207,saracen akun kritis dianggap saracen aneh jokowi,1
7418,mumpung gue puasa ngajelas lu ngentod,1
1862,umat islam te ekan indikasi te ekan susah bangun rumah ibadah dilarang kegiatan keagamaan rumah kena persekusi kegiatan organisasi keagamaan umat islam indonesia meng,0
9121,salah pilih sial salah lucu sial melucu 2019gantipresiden 2019gantipresiden prabowoforpresiden2019 prabowoforpresiden2019 prabowoforpresiden2019 2019gantipresiden 2019gantipre,1
10931,hype e transfer protocol over secure socket layer ngentot 1 ronde subuhan oh crottttt ,0
5326,gamau bisu,0
1779,pembeli menemukan barang dibeli gerai hauz sesuai cacat pembelian hauz menjamin pengembalian barang harga 7 syarat ketentuan berlaku hauzminiquiz hauzid nyuk kawan ikutan,0
11524,anjing daun telinga tegak memiliki pendengaran anjing berdaun telinga jatuh,0
936,menhub presiden jokowi ide arahan proses pembangunan bandara ajati,0
5786,dibedakan pecundang negeri nasionalis membela negara orang pintar nasionalis orang bodoh nasionalis paham s,0
1082,unik jokowi,1
12663,suwi langsung tokoh tokohnya dunk surat surat tokoh nasionalis nu komunis,0
3797,pilkada 2018 indonesia kamoanyeberadap tanpacacimakidanfitnah viralkan viral,0
6020,cocokk 2019gantipresiden,1
933,manis butut goblog solerout herjosout,1
200,celeng kangen gue y,0
5174,41 program16 pembangunan pusat olahraga seni budaya kota kabupaten asyikm3nang asyikm3nang,0
6655,ngeles om anies sandi,1
2459,jiwa semuda dilukai penderitaan cacat ayahnya mencintai memandang ayahnya mencintainya suara pandang orang npramoedya ananta toer,0
3078,situ bego,1
411,presiden aspek indonesia mbak anti investasi asing berubah invasi asing kewajiban warga negara melawannya,0
8992,gile beneer efek berutang cina bnn 80 sabu masuk indonesia produksi china ,1
11712,byk isu umat islam berlaku lgbt dosa peribadi hatta maksiat kena cegah kisah kaum nabi lut direkamkan alquran npersoalan rujuk alquran kehidupan,0
11578,kelulusan coret coret baju cupu ya,0
440,warga semarang prihatin kontroversi puisi gus mus,0
7593,dasar antek asing,1
298,belah duren yaaaa ngak dungu ya cebong nmaaf ya,1
7857,mangkrak kayak sby ,1
12415,cacat banget ican goblok,1
505,mengenal walpri perempuan pilkada bondowoso radar jember,0
6223,twitter cewek cewek bo berkualitas foto kenyataan beda harga mahal service bagus bagus nini gue bilang pengalaman bo puluhan kali puluhan perek hasil memuaskan n menyesalboviatwitter,0
11294,sih cantik jago mengemut alias sepong kontol teteknya bikin sange kontol kayak,0
7508,duduk serumah masak asing asing makan sendiri2 duduk serumah duduk asing nak pengadilan negeri orang kisah,0
364,pemburu nazi simon wiesenthal memegang foto foto menggambarkan mantan kepala gestapo walter rauff van kamar gas bergerak mengeksekusi orang orang yahudi,0
10755,204 dugaan pelanggaran asn pilkada sulawesi tenggara,0
1303,kapten tim menangis dipe andingan gara gara gagal menang kapten tim pe andingan lawan tim d,0
4714,kesempatan presiden selamat guru guru hadir berse ifikasi tercatat 500 guru hadir acara,0
9322,tau te menguasai 51 saham pfi teriak pro asing ketua mpr paksa pfi kasih 51 saham indonesia,0
9142,penjahat perang nazi adolf eichmann arsitek solusi nazi dicari dunia memusnahkan orang orang yahudi eropa,0
12515,perbuatan lgbt melau ,0
1749,besok besok budek salahkan pentagon,0
10888,seru keika us menaikkan 10 biaya tarif produk tambahan china bernilai 500 miliar usd publik parlemen us menyutujui lihat china membalas keteteran ujung ujungnya indonesi,0
6827,pilihannya 2 stop dana hutang uangnya kemana,0
6823,kekuatan digembosi rejim takut 2019gantipresiden merok kekayaan ri takut kebangkitan bangsa bangsa berdaulat makmur  kuat kepemimpinan,1
5396,emang hukum kristen setau gue sih 10 perintah allah hukuman pelanggar pemuka agama berwenang,0
6829,help desk terpadu kpu ri membantu penyelenggaraan pilkada 2018  pemilu 2019 utk konsultasi silakan hubungi 021 31902573 31902583 langsung ruang help desk lt 1 kpu ri jl imam bonjol no 29 jaka a senin jumat 08,0
2722,erudite apanya bodoh kegedean congor aja,0
695,otoriter buktinya ott pdhal ai politiknya ya ditangkap smua,1
4634,prabowo presiden sikap sih pendekar 1 kuping berubah haluan,1
6680,pks antek komunis,1
2040,be aubat orang asing sesungguhnya beruntunglah orang asing ranah agama rabb,0
6049,tersinggung koar koar twitter laporin polri ditolak deliknya agama ahok menista,1
12017,himmler pimpinan divisi ss bese a perwira ss yesus orang yahudi orang ras arya,0
10725,masuk kelab malam etika pemakaian masuk masjid terang terang paparkan etika pemakaian langgar pergi iran kelambu kau kau memahami adab  budaya beda beradab nak sakit k,0
6336,guru privat koja tk sd smp sma un simak ui sbmptn matematika fisika kimia biologi akuntansi ekonomi,0
7242,gatot antek asing,1
12907,nih please putus asa ya badan kamuu klo prinsip cewe gendut imut cewek cantik manis imutan sdgkan imut kadang cantik jugaa semangatt,0
2301,tagar tandingan persibtakutmaindijaka a menyambung fakta beredar n vikinganjing n perssib n perslib n ligaindonesiabandung n botolkosong nyaring bunyinya congor x,1
3770,ciri ciri kaum bahlul sumbu pendek alias jahiliah bodoh alias goblok bin sister orang orang nya ekstremis anarkis model sepe i,1
8889,untung unta didemo bersilit silit,0
3897,gila ya rezim jongos cina,1
12602,ah bukanya gagal paham sih kecebong dongo,1
3,nku tau matamu sipit diliat,0
776,maraknya org sipit masuk indonesia pengalihan hati syi ah rafidhah biang keroknya pemberontakan kudeta negara muslim ahlusunah dunia,1
1348,kalo harga gue dungu beli starbak mules,0
10976,bajingan inter tim top hebat lazio sah,1
1275,membangun industri iklim perikanan indonesia sulit dibanding meledakkan kapal kapal asing,0
5096,bang hancurkan bang musnahkan cina babi bumi pe iwi indonesia berkedok reklamasi ahok,1
83,ab pribadi senang berkompetisi positif,0
4030,dungu bang,1
2569,info warga baduy selesai memperingati tradisi seba pendopo pemkab lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 sebabaduy2018 alambanten,0
439,umat islam mksd nfpi hti mrk muslim tp penista islam bajingan muslim berbuat onar pengecut lari mesum napa2 islam islam giliran mesum islam berbuat onar islam,1
11625,gubernur anies baswedan be emu menteri negeri kerajaan maroko noureddine boutayeb rabat 18 april 2018 pe emuan bilateral membahas berbagi perkembangan ekonomi politik 20,0
9694,mari cintai produk membantu produk bersaing pasar global semoga menang gubernur sumatra utara menjadikan sumatra utara bidang peradangan dll,0
5659,putra daerah kemana siliwangi ganti ondel ondel serius,1
1405,deklarasi anti hoaks mendukung pilihan kepala daerah damai,0
4931,bu loyal jokowi baiknya wapres beliau sukanya ikan suka uang mata duitan,0
1918,sy pribadi kagum a ikel beliau menolong kecopetan memperbaiki rumah hancur puting beliung tpa media tau menjabat menteri,0
11096,he kontol sok pemes rp muka kayak memek orang tua kayak monyet agama agama kontol 9,1
11035,he mata ku colokan mata mus kau,1
8945,kesayangan ketemu jepit kontol ,0
4604,kang,0
4146,kepala dadang sunendar bese a jajarannya beraudiensi kantor staf presiden membahas kongres bahasa indonesia xi kepala staf presiden moeldoko rabu 18 4 2018,0
3525,setahu moestopo dulunya kuliah rusia pulang huru hara pki beragama nama ingatkan salah,0
6566,sebutan kret kejam a i simbolisnya benderang tidur siang kepala terbalik melek cari mangsa gelap malam,0
772,jele lo udik,1
10524,gue suka anime anime ceritanya perjanjian iblis nya deathnote tokyoghoul nanatsunotaizai blackbuttler overlord noragami,0
5363,peluklah membawa bom takjil,0
9419,deklarasi pilihan kepala daerah 2018 aman anti hoaks warga penjarakan jabon,0
1035,giliran disodorkan fakta cebong mingkem ttep cebong sengsara dukung dilan otaknya terkontaminasi gc pikir waras,1
10075,rejim dikeluarkan muncul istilah mesjid radikal syiah komunis liberal,0
5090,indonesia cerita anggota dpr menunggak bayar listrik anggota dpr jualan kaos anggota dpr ganti presiden kaos parah rakyat goblog ganti presidennya tagar doang lucu,1
